id,SalePrice
2103,266202.6655815728
342,135197.97137794644
600,103473.21509035304
488,189533.11135313287
1725,287254.92913110554
2246,280033.61882505193
2847,172647.6493380405
806,250920.15927242488
530,233546.9742652662
963,206297.30352014676
2678,62285.334925197065
171,82866.73765913025
2401,400665.5668948628
805,229448.1528641656
2259,261332.68826511502
1748,181606.73712339997
1361,145305.52195125446
1677,130702.44903050363
1406,160009.75705399364
2322,242182.12405583635
688,174913.57785331458
143,147908.19365432113
804,217131.39867342636
1214,175564.36297744885
2828,147847.5533129461
1999,210115.29011480883
2467,194013.75061798468
2665,170351.37076785415
1538,343753.9082830064
398,115145.90511746332
2822,153377.25619779155
2157,150072.0479395762
1856,180306.1736485809
1269,80491.11045567691
2570,124732.49860051647
2320,240303.14173501357
1517,133686.59064653143
2304,115793.23368005827
1312,97250.30724696442
2012,135505.46555094048
506,235653.8531496264
2865,189412.52558839694
2367,116471.6148160547
554,101436.0685569048
238,138303.9548886679
1954,99345.247499194
2488,142869.03406680003
2291,60900.850074689835
1969,78259.77794402465
2725,189418.9416971542
1482,158535.35530835763
2763,216447.7623335831
503,264243.058511015
1584,258742.2611239478
1531,149074.20227524638
2210,188119.9053761363
459,306141.54385520145
556,138329.2882992439
1347,143411.80529175326
1290,65132.51616776362
1388,103899.3927959092
1571,296500.06504547223
2754,201602.97089864686
765,146057.91703875735
2494,126737.59402401
2870,220702.6478489861
7,208315.69378576055
1114,258003.15563832223
2418,280633.17220054567
291,128191.02731946856
18,341264.22892110795
39,342049.2276857011
1001,247890.40148948878
2442,245470.52898341045
616,115803.608242888
2680,56287.474127892405
1414,112321.62588733807
289,118704.06247113645
40,251437.84624319524
860,129679.85776439309
409,136788.10342769697
673,170126.10749047995
2427,163139.29261559248
2036,219432.66807381436
2564,141396.19830019027
642,181040.2895478122
1008,195754.67644793168
1908,161076.88229530305
2519,222814.65858573094
1369,95559.33693183586
2855,160580.05382007733
712,69860.89428038523
1943,107740.24350783974
1958,140021.22418623045
107,162723.29505577683
2295,238426.48322945088
704,112430.84311217815
676,112411.53702459857
259,186649.1978172697
93,295004.44152778387
106,244600.33020905033
2315,188193.51197257638
1050,110839.34700885788
1095,210858.96547149494
2709,160405.01065018028
758,173548.8078316003
1496,162015.03628897294
2370,126487.46593925357
2458,296114.6945152432
2733,132491.2511579059
161,273576.59428438544
726,149695.56098394096
845,215892.9316379875
947,256756.05195887014
2232,129514.5831983611
2563,158111.35032062978
2299,185254.30880249664
211,93011.00069212168
605,167325.6690318063
1478,205040.15536347404
2247,279769.8919927217
2274,230821.49242644385
2869,218107.91997589916
967,213383.46323624998
2656,102131.21316105127
667,230971.59097567946
1042,127682.69198668376
2023,160032.4139689058
2447,387760.339215111
2055,116345.97588072345
2275,266114.88795343414
2204,157176.78690809384
1563,261950.07992071286
483,218569.58988775313
796,119732.35617041588
1526,140115.10142494738
2042,167236.14338153228
442,330824.5277995877
1693,294981.8078362532
1468,227374.26006954163
1430,181540.50720188767
2605,187832.0429710932
1529,184673.6646325253
335,155457.5463577956
1287,129188.37822495401
31,103325.7350324355
1785,280242.54449481145
82,156173.52867892385
2620,123829.80086788163
252,194118.00236749277
721,51391.8126228787
2165,176771.37918467075
2316,190693.41654205322
775,126070.02554420382
1558,88887.18719856068
17,232279.45494653285
1022,258065.231883917
925,93244.37004118413
438,273345.44418882206
1270,137673.71826986223
1272,118125.89016421139
215,122874.13650491834
266,232050.7419894971
2402,275045.5190666728
1250,133134.3475646563
1984,131553.0335906148
1279,137073.70368261635
377,277034.71488473937
1252,133409.61578403413
2156,289382.02694330364
499,345153.1635506265
1374,112841.2189129591
2898,273900.0454508327
401,110660.14481293783
2721,181934.4098081626
2078,248256.12353061512
2589,111397.30689572915
1946,250205.06168667972
1334,115568.54305260628
2781,241559.36521013454
431,370703.02241560444
576,214883.68927251175
1474,222017.80544497818
2254,145089.11929256096
2155,302740.72299155593
885,94400.24426167831
643,133656.79886694998
1944,118635.368645221
480,198198.4211574085
2845,102788.45563497394
2387,295498.2640118897
2407,192441.8482182622
2527,179917.2504793629
2514,142208.19110947102
629,190502.8336810209
80,208186.86739189178
1876,149276.41618242487
1546,120506.46620054916
2518,183462.29515151307
2347,179795.28530452773
783,218181.01273785904
1322,44334.063353031874
194,62876.1858747527
1770,306619.145910237
2143,136898.73084947467
1229,224289.66052346677
511,300096.92995325103
46,211303.35949603096
1348,169072.68488017842
2465,191729.8273595497
387,239155.44447475672
873,233659.70605411008
1918,125606.85566983
2764,249841.6055348888
2184,120781.38859722763
934,137455.03236864507
1920,139991.74304398894
2631,163097.68472919986
1768,530184.5350979492
2040,105920.03142650425
1749,218267.73274146765
834,237683.19310624152
1457,244481.33635045215
79,121418.86060149595
2302,115032.0670498386
1817,132467.31675215438
2755,240137.11428730935
359,180261.0881429501
2059,107967.16203222051
2092,264343.4309391454
2516,235806.95619363338
150,103528.77201616764
1656,159439.71479044855
83,93360.3978803046
2411,180805.2378345169
795,71319.88145336881
2312,250047.3509259224
2917,60641.57114310935
1624,190102.69975419343
2215,293059.82559780404
1211,173110.74737384915
1485,157965.1694096811
1024,203602.83124047518
570,205424.18616528064
2874,128593.6855363436
700,170572.0696835369
2756,217993.3877891153
2022,184677.82598857954
583,249390.11776213348
2392,328766.8103285134
2424,189256.2668122016
212,125836.19704298675
736,127948.46193784475
1610,184560.73271891847
890,121592.35341945663
467,177422.22992521152
578,246055.72612655908
1747,191889.9617649652
1149,153476.85769937932
2758,264601.8005716391
857,133306.8459699303
2219,259703.211960081
733,113584.71631121263
2909,98832.00366057456
1798,260121.73630107194
235,120643.87381837144
2366,128748.02282022312
1027,128670.2943780385
1195,135278.9655568488
1303,5973.584303241223
148,201561.47674332187
608,177153.7357405834
2515,201472.30986637995
821,262829.9157580584
2500,281382.866228804
745,99212.34014545009
741,126448.27711875364
1611,142398.01126356423
2532,107418.62025418505
1081,231419.4263107665
1692,394746.58487356454
2520,191784.8000546433
276,110276.72565498948
1992,125668.84219707549
663,14024.987124614418
418,135265.16685210913
1733,184011.44852842018
2359,169711.25584681332
253,190288.97720378637
1518,158346.64754784852
2035,143397.54591415823
2919,51254.34898913652
1540,232904.15612291172
2120,156750.13122954965
1674,166741.23844933882
256,142689.21286242083
2361,85207.45373421162
978,47306.00559004769
2280,144599.65651861206
2095,234711.34662202
1709,329223.7448750846
2801,258665.6449285373
1246,92313.72548506409
2373,108656.08572857827
1055,291390.85812119767
2017,106203.79415670037
1099,299202.2163399495
1344,86321.12323258817
835,188520.7393073924
1117,219698.7648680508
2043,76222.8759954311
2085,110838.20748590305
410,143171.5806523338
2650,106476.1293556802
2867,151286.09402070194
1668,120194.5240498595
1161,155912.30038818344
2122,174033.17269090563
2539,145277.78566034883
1047,135445.1332377307
1445,121765.5206993781
541,131068.57557878643
569,210433.41458080336
1276,104891.68168946728
918,132811.61223981902
326,166789.19768835232
1936,116813.09926185757
895,78612.59569476917
257,147999.56381268054
1241,211547.21392458305
1545,121438.75680151209
1189,183939.15697922185
270,151532.53188868985
2066,227214.26064917073
693,101854.22716826573
1259,153685.37400836125
2916,157092.94705868885
2321,275880.3889349699
1977,121737.7223594524
1895,162501.39384817705
1240,165582.3056214042
85,156212.5206539333
1823,126371.7018593289
825,314624.0133879334
110,234984.52377544716
697,120824.61722366512
2297,94144.62323503569
1231,138843.09011732414
1355,142186.11449169368
968,338397.2297449261
584,233719.72827479988
1315,122162.79461930692
1606,143751.81321053952
206,104255.23932965845
1685,331330.36776944995
2016,127854.40998324007
869,212634.0735599771
2135,126869.17196572572
2346,197980.83222730085
2430,230371.17125237733
2198,71717.68125182763
2652,101464.3602650091
27,111145.19058392197
241,168793.90965442732
906,124090.50364628062
1506,102076.83820020407
2098,353383.52602086216
1435,244012.22072326764
2213,105482.3791163601
1274,135144.03343985602
743,21573.995640639216
1737,196583.4232911989
2797,289898.8954486698
2185,66597.79825866595
58,172727.8689635545
830,211397.57728514075
808,113364.32859924063
680,157057.08394217864
1153,113102.91848615184
1291,137713.32162123919
1818,171241.90468205884
2161,183336.699702207
1883,115271.62198949978
350,341344.50335669145
2473,152316.0103831403
295,189516.16094507277
293,195720.00917889178
859,119368.9745060578
288,45406.14045746252
1578,130616.11507692933
102,198839.20413152128
2831,161604.5056479387
1030,177571.16951645538
2551,144474.22757599875
1286,143230.9106451422
958,302109.55465526134
776,125693.3787792176
72,227235.9689609073
2263,245930.89550908655
1866,155778.9221519865
2876,43351.75017353892
2146,265853.4427543394
103,166481.58577294275
1500,144355.0722167641
492,190707.93648450077
167,127495.83859751746
2597,113469.94435144588
2685,90089.74024026468
1035,154542.00961426646
1220,32984.82582119107
2602,138862.80796628073
2159,210636.31760507822
695,167119.9329776354
1109,283116.1797474995
640,212073.05960306153
1652,161080.9014566876
2090,205834.44845394045
1188,200977.35365755484
2345,256066.3303182721
1059,387187.5071156062
2751,234524.39155161008
128,229209.58787460625
1523,163685.57820428908
2925,197343.95014282316
2145,321139.34465943277
1121,224349.99823926017
566,273205.6137424037
565,235224.8838599436
1331,136799.09670586511
2928,111698.01814385876
156,142517.34977673367
797,157510.76967705786
327,73704.20519249141
2859,144039.5224455744
1453,111184.14608133584
1762,355992.9649507664
1868,209404.4685713239
1760,185942.51816541702
1113,253221.9418499805
1812,196594.95966681838
117,159116.20001251623
1142,240517.21812506765
2342,359914.5511905439
927,118266.98166999221
2478,195047.83383206278
655,48514.36799651012
2064,110959.23729574308
369,258943.11063688993
2239,105139.25307532772
2732,213287.49826943874
1653,181369.5770111531
959,209173.7961013019
2395,313370.29083219543
1412,116311.88989915326
271,255393.28712222353
1484,159525.91737009212
1497,155394.8608910218
552,169143.89403141662
2,122600.95042631775
1855,323070.8237745464
4,263083.99024252594
2292,160421.35398129374
134,138602.00297107548
646,98394.16303792968
42,295962.0125198662
532,236012.14941832423
713,78767.59477400407
2561,142049.75327359885
2360,132174.18641174585
1333,129092.78964339569
1407,212886.7874060683
2892,300031.1889050901
574,230195.45629103482
1227,194786.9159266837
2591,232638.35413856804
1476,234575.50136354566
1125,275377.5308519192
1446,124580.44863732904
408,104611.59802842885
1101,300118.4355306253
2251,191524.8584008254
373,220933.82628076896
2554,103741.97258356586
2382,267477.07280869037
1985,68322.15973549336
519,244290.8916643858
1093,204305.62877440825
864,263194.2182370238
2889,158863.49440947548
2308,223069.57054783776
986,163758.20739613846
1302,152690.91703151166
585,170554.15125731006
2708,159774.57935358956
147,142042.48581185192
1441,244060.62581607327
383,178148.706607271
285,171474.8504687138
181,107415.14965720475
358,174009.50878096744
780,175683.63341904432
258,201875.07068472356
1865,252950.31017211825
692,142017.62718511745
2902,332733.18455984443
508,268610.935650751
2638,152371.4399615936
36,134144.13245079294
611,177871.47319609672
2281,128298.1618911326
1678,120075.01531680673
1696,418974.0122525804
1557,73491.06391848996
2180,157140.70136247575
1726,212035.96726257354
951,148169.38472265378
267,227648.6259007603
2706,143258.88475701958
2221,239633.37824830785
1357,174383.82295113057
2901,317572.11335256323
347,189016.04499540105
2164,203966.38120396063
1586,307109.7986285202
360,160931.60930736735
1769,249090.85525184497
2617,156277.34301861748
1879,158230.30648881197
991,230858.057308048
1535,104132.0599701181
1191,144857.97594341263
1579,200794.16323225573
1882,145727.9209820181
1510,107526.24932333082
2196,194276.91674433276
1845,181143.5874783583
2336,341294.8163822964
942,86039.18660883605
861,114886.21816909686
2555,88003.53537417948
1392,174529.02666817233
2099,266231.9419375211
1543,120292.30574984476
948,285863.48084819317
1239,176073.52249938622
22,187940.84182641283
2796,264041.4701036513
2747,200531.63951008022
92,291073.23041544855
210,181373.41545103118
1858,221347.92390329763
2228,180104.494052656
447,226946.23251320794
827,262960.22374876216
1649,243080.09902775288
682,132814.6105181612
2698,116367.42196372151
494,167565.70760659128
214,108715.78668418899
2441,241959.84363990277
2679,105366.04977982119
1336,105493.25951710343
465,184112.94498944655
1524,139024.42540695518
2543,116301.84785457328
631,142069.1949286647
2452,309872.039860338
228,168051.9398011826
126,197754.83277508616
1092,221951.36318253726
1122,201914.8622180596
932,234907.93123228475
1980,81743.65572321787
2171,112529.9818985872
551,158885.93944331259
2768,186051.9611416869
2056,108151.78611164913
1159,359724.1706048772
2645,116642.98561530188
1174,177340.91004532576
2266,222759.37456220016
2462,371762.63449327275
1219,145995.6951369308
2922,200646.054210376
118,152924.9798410982
474,166496.18343106657
2576,169848.55394269526
872,297543.5811695494
1077,213613.2312339209
1536,151200.1353295222
1150,119389.92306514084
2341,313486.67753753066
1931,134509.1877757348
2785,122164.36085569486
2538,135695.1851502359
597,233541.7412630394
464,191301.07224649936
233,248654.6963766031
2169,140035.3847982809
2123,167357.34241593257
1867,194500.91385113448
137,286658.5978482552
515,244565.09706262872
933,110589.62741840258
2784,168003.3454513587
972,174824.5520821549
599,158692.24190216511
2614,129427.0010602735
2582,146465.2091263272
1409,158168.31309117004
175,74382.5831181705
352,219598.8149486892
976,59301.74142796546
2134,200697.41697056964
984,111188.38832066208
2396,337621.260729935
1673,159234.83549193293
404,133475.8982887864
607,172014.96145755798
814,183043.9953958355
868,200259.3194746934
2271,192101.0607194379
1633,236867.91368697956
337,177011.37222535908
2765,215390.15848731622
1746,267731.57208504155
368,307201.79959529266
2806,222923.3795502521
1662,206702.52272117138
1234,226606.87002450973
1373,131458.3807614483
1672,105841.8039508313
1939,127351.20020912588
